entity	raw_type	final_type	type_source	notes
TUBB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBB2A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TUBB2B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TUBB3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBB4A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBB4B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBB6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBE1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUBG1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TUFM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TULP3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TWIST1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TXK	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TXN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TXNDC15	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TXNDC5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TXNIP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TXNRD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TXNRD2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TYK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TYMP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TYMS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TYR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TYRO3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
TYROBP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
TYRP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
Tacrine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tacrolimus	drug	Drug	raw_json	context_agree:valid_test_candidate
Tadalafil	drug	Drug	raw_json	context_agree:valid_test_candidate
Tafamidis	drug	Drug	raw_json	context_agree:valid_test_candidate
Tafenoquine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tafluprost	drug	Drug	raw_json	context_agree:valid_test_candidate
Tagraxofusp	drug	Drug	raw_json	context_agree:valid_test_candidate
Talaporfin	drug	Drug	raw_json	context_agree:valid_test_candidate
Talbutal	drug	Drug	raw_json	context_agree:valid_test_candidate
Taliglucerase alfa	drug	Drug	raw_json	context_agree:valid_test_candidate
Talimogene laherparepvec	drug	Drug	raw_json	context_agree:valid_test_candidate
Talinolol	drug	Drug	raw_json	context_agree:valid_test_candidate
Tamibarotene	drug	Drug	raw_json	context_agree:valid_test_candidate
Tamoxifen	drug	Drug	raw_json	context_agree:valid_test_candidate
Tamsulosin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tandospirone	drug	Drug	raw_json	context_agree:valid_test_candidate
Tasimelteon	drug	Drug	raw_json	context_agree:valid_test_candidate
Tasonermin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tasosartan	drug	Drug	raw_json	context_agree:valid_test_candidate
Tavaborole	drug	Drug	raw_json	context_agree:valid_test_candidate
Tazarotene	drug	Drug	raw_json	context_agree:valid_test_candidate
Tazemetostat	drug	Drug	raw_json	context_agree:valid_test_candidate
Tazobactam	drug	Drug	raw_json	context_agree:valid_test_candidate
Tecovirimat	drug	Drug	raw_json	context_agree:valid_test_candidate
Tedizolid phosphate	drug	Drug	raw_json	context_agree:valid_test_candidate
Teduglutide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tegafur	drug	Drug	raw_json	context_agree:valid_test_candidate
Teicoplanin	drug	Drug	raw_json	context_agree:valid_test_candidate
Telaprevir	drug	Drug	raw_json	context_agree:valid_test_candidate
Telavancin	drug	Drug	raw_json	context_agree:valid_test_candidate
Telbivudine	drug	Drug	raw_json	context_agree:valid_test_candidate
Telithromycin	drug	Drug	raw_json	context_agree:valid_test_candidate
Telmisartan	drug	Drug	raw_json	context_agree:valid_test_candidate
Telotristat ethyl	drug	Drug	raw_json	context_agree:valid_test_candidate
Temazepam	drug	Drug	raw_json	context_agree:valid_test_candidate
Temocapril	drug	Drug	raw_json	context_agree:valid_test_candidate
Temoporfin	drug	Drug	raw_json	context_agree:valid_test_candidate
Temozolomide	drug	Drug	raw_json	context_agree:valid_test_candidate
Temsirolimus	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenecteplase	drug	Drug	raw_json	context_agree:valid_test_candidate
Teneligliptin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenidap	drug	Drug	raw_json	context_agree:valid_test_candidate
Teniposide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenofovir	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenofovir alafenamide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenofovir disoproxil	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenonitrozole	drug	Drug	raw_json	context_agree:valid_test_candidate
Tenoxicam	drug	Drug	raw_json	context_agree:valid_test_candidate
Teprotumumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Terazosin	drug	Drug	raw_json	context_agree:valid_test_candidate
Terbinafine	drug	Drug	raw_json	context_agree:valid_test_candidate
Terbutaline	drug	Drug	raw_json	context_agree:valid_test_candidate
Terconazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Terfenadine	drug	Drug	raw_json	context_agree:valid_test_candidate
Terguride	drug	Drug	raw_json	context_agree:valid_test_candidate
Teriflunomide	drug	Drug	raw_json	context_agree:valid_test_candidate
Teriparatide	drug	Drug	raw_json	context_agree:valid_test_candidate
Testolactone	drug	Drug	raw_json	context_agree:valid_test_candidate
Testosterone		Drug	context_override_missing_raw	expected_from=valid_test_candidate
Testosterone cypionate	drug	Drug	raw_json	context_agree:valid_test_candidate
Testosterone enanthate	drug	Drug	raw_json	context_agree:valid_test_candidate
Testosterone propionate	drug	Drug	raw_json	context_agree:valid_test_candidate
Testosterone undecanoate	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetrabenazine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetracaine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetracosactide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetracycline	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetramethrin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tetryzoline	drug	Drug	raw_json	context_agree:valid_test_candidate
Tezacaftor	drug	Drug	raw_json	context_agree:valid_test_candidate
Thalidomide	drug	Drug	raw_json	context_agree:valid_test_candidate
Theophylline	drug	Drug	raw_json	context_agree:valid_test_candidate
Thiabendazole		Drug	context_override_missing_raw	expected_from=valid_test_candidate
Thiopental	drug	Drug	raw_json	context_agree:valid_test_candidate
Thiotepa	drug	Drug	raw_json	context_agree:valid_test_candidate
Thiothixene	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiagabine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiaprofenic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Tibolone	drug	Drug	raw_json	context_agree:valid_test_candidate
Ticagrelor	drug	Drug	raw_json	context_agree:valid_test_candidate
Ticarcillin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tienilic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Tigecycline	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiludronic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Timolol	drug	Drug	raw_json	context_agree:valid_test_candidate
Tinidazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Tinzaparin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiocarlide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tioconazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Tioguanine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiopronin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tiotropium	drug	Drug	raw_json	context_agree:valid_test_candidate
Tipiracil	drug	Drug	raw_json	context_agree:valid_test_candidate
Tipranavir	drug	Drug	raw_json	context_agree:valid_test_candidate
Tirofiban	drug	Drug	raw_json	context_agree:valid_test_candidate
Tivozanib	drug	Drug	raw_json	context_agree:valid_test_candidate
Tobramycin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tocilizumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Tofacitinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Tofogliflozin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolazamide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolazoline	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolbutamide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolcapone	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolmetin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolnaftate	drug	Drug	raw_json	context_agree:valid_test_candidate
Toloxatone	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolterodine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tolvaptan	drug	Drug	raw_json	context_agree:valid_test_candidate
Topiramate	drug	Drug	raw_json	context_agree:valid_test_candidate
Topiroxostat	drug	Drug	raw_json	context_agree:valid_test_candidate
Topotecan	drug	Drug	raw_json	context_agree:valid_test_candidate
Torasemide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tourette syndrome	disease	Disease	raw_json	context_agree:split_relation_tail
Trabectedin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tramadol	drug	Drug	raw_json	context_agree:valid_test_candidate
Tramazoline	drug	Drug	raw_json	context_agree:valid_test_candidate
Trametinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Trandolapril	drug	Drug	raw_json	context_agree:valid_test_candidate
Tranexamic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Tranilast	drug	Drug	raw_json	context_agree:valid_test_candidate
Tranylcypromine	drug	Drug	raw_json	context_agree:valid_test_candidate
Trastuzumab	drug	Drug	raw_json	context_agree:valid_test_candidate
Trastuzumab emtansine	drug	Drug	raw_json	context_agree:valid_test_candidate
Travoprost	drug	Drug	raw_json	context_agree:valid_test_candidate
Trazodone	drug	Drug	raw_json	context_agree:valid_test_candidate
Trelagliptin	drug	Drug	raw_json	context_agree:valid_test_candidate
Trepibutone	drug	Drug	raw_json	context_agree:valid_test_candidate
Treponema infectious disease	disease	Disease	raw_json	context_agree:split_relation_tail
Treprostinil	drug	Drug	raw_json	context_agree:valid_test_candidate
Tretamine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tretinoin	drug	Drug	raw_json	context_agree:valid_test_candidate
Triamcinolone	drug	Drug	raw_json	context_agree:valid_test_candidate
Triamterene	drug	Drug	raw_json	context_agree:valid_test_candidate
Triazolam	drug	Drug	raw_json	context_agree:valid_test_candidate
Trichinella spiralis infectious disease	disease	Disease	raw_json	context_agree:split_relation_tail
Trichinellosis	disease	Disease	raw_json	context_agree:split_relation_tail
Trichlormethiazide	drug	Drug	raw_json	context_agree:valid_test_candidate
Trichloroacetate	drug	Drug	raw_json	context_agree:valid_test_candidate
Triclabendazole	drug	Drug	raw_json	context_agree:valid_test_candidate
Tridihexethyl	drug	Drug	raw_json	context_agree:valid_test_candidate
Triethylenetetramine	drug	Drug	raw_json	context_agree:valid_test_candidate
Trifarotene	drug	Drug	raw_json	context_agree:valid_test_candidate
Trifluoperazine	drug	Drug	raw_json	context_agree:valid_test_candidate
Triflupromazine	drug	Drug	raw_json	context_agree:valid_test_candidate
Trifluridine	drug	Drug	raw_json	context_agree:valid_test_candidate
Trihexyphenidyl	drug	Drug	raw_json	context_agree:valid_test_candidate
Trilostane	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimazosin	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimethadione	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimethaphan	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimethoprim	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimetrexate	drug	Drug	raw_json	context_agree:valid_test_candidate
Trimipramine	drug	Drug	raw_json	context_agree:valid_test_candidate
Trioxsalen	drug	Drug	raw_json	context_agree:valid_test_candidate
Tripelennamine	drug	Drug	raw_json	context_agree:valid_test_candidate
Triprolidine	drug	Drug	raw_json	context_agree:valid_test_candidate
Troglitazone	drug	Drug	raw_json	context_agree:valid_test_candidate
Troleandomycin	drug	Drug	raw_json	context_agree:valid_test_candidate
Tromethamine	drug	Drug	raw_json	context_agree:valid_test_candidate
Tropicamide	drug	Drug	raw_json	context_agree:valid_test_candidate
Trovafloxacin	drug	Drug	raw_json	context_agree:valid_test_candidate
Troxipide	drug	Drug	raw_json	context_agree:valid_test_candidate
Tulobuterol	drug	Drug	raw_json	context_agree:valid_test_candidate
Turner syndrome	disease	Disease	raw_json	context_agree:split_relation_tail
Turoctocog alfa	drug	Drug	raw_json	context_agree:valid_test_candidate
Turoctocog alfa pegol	drug	Drug	raw_json	context_agree:valid_test_candidate
Tyloxapol	drug	Drug	raw_json	context_agree:valid_test_candidate
Tyramine	drug	Drug	raw_json	context_agree:valid_test_candidate
U2AF1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBA1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBA5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBA7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBAP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBASH3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2E1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2E2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2H	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2L3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2L6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE2T	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE3C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBE4B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBLCP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBQLN2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBQLN4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBR4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBR5	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UBXN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCHL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCN2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCN3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UCP3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UFD1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGCG	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
UGDH	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT1A1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
UGT1A3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT1A6	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT1A9	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT2B10	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT2B15	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT2B17	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT2B7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UGT3A2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UHMK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UHRF1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UHRF1BP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UHRF1BP1L	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UHRF2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
ULBP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
ULBP3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
ULK1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
ULK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
ULK3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
ULK4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UMPS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC119	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC13A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC13B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC13D	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC45B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC5B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC5C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC80	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNC93B1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UNG	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UPB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UPK1B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UPP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UQCC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UQCRC2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UQCRFS1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
URI1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
URM1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UROC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UROD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UROS	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USH2A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP18	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP28	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP34	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP46	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP48	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP54	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP6NL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
USP8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UST	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UTP20	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UTRN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
UTS2R	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
UXT	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
Ubidecarenone	drug	Drug	raw_json	context_agree:valid_test_candidate
Ubrogepant	drug	Drug	raw_json	context_agree:valid_test_candidate
Udenafil	drug	Drug	raw_json	context_agree:valid_test_candidate
Umifenovir	drug	Drug	raw_json	context_agree:valid_test_candidate
Undecylenic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Upadacitinib	drug	Drug	raw_json	context_agree:valid_test_candidate
Uracil mustard	drug	Drug	raw_json	context_agree:valid_test_candidate
Urapidil	drug	Drug	raw_json	context_agree:valid_test_candidate
Urea	drug	Drug	raw_json	context_agree:valid_test_candidate
Uridine triacetate	drug	Drug	raw_json	context_agree:valid_test_candidate
Urokinase	drug	Drug	raw_json	context_agree:valid_test_candidate
Ursodeoxycholic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
Ustekinumab	drug	Drug	raw_json	context_agree:valid_test_candidate
VAMP2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAMP7	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAMP8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAPA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAPB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VASN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAV1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VAV3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VCAN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VCL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VCP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VDAC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VDAC2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VDR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VEGFA	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VEGFB	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VEGFC	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VEGFD	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VGF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VGLL2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VHL	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VIL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VIM	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VIP	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VIPR1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VIPR2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VKORC1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VLDLR	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VMO1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VNN1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VNN2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VNN3	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VOPP1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPREB1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS13A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS13B	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS13C	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS18	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS26A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS35	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS39	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS45	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS52	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VPS72	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VRK2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VRTN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VSIG4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VSNL1	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VSTM4	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VTI1A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VTN	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
VWA2	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VWA3A	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VWA8	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:associated_with:head
VWF	gene/protein	Protein_or_Gene	raw_json	context_agree:graph_rule:target:tail
Valbenazine	drug	Drug	raw_json	context_agree:valid_test_candidate
Valproic acid	drug	Drug	raw_json	context_agree:valid_test_candidate
